Status,Spam,Message
receive,0,Dear AJAYI AYOBAMI SAMSON  The balance on your account 304XXXX489 as at end of AUG 2014 is NGN1 138.29. Thank you for banking with us. FirstBank                
receive,0,Dear AJAYI AYOBAMI SAMSON  The balance on your account 304XXXX489 as at end of JUL 2014 is NGN978.30. Thank you for banking with us. FirstBank                  
receive,0,Dear AJAYI AYOBAMI SAMSON  The balance on your account 3041207489 as at end of MAY 2014 is NGN11 995.30. Thank you for banking with us. FirstBank
receive,0,Dear AJAYI AYOBAMI SAMSON  The balance on your account 3041207489 as at end of APR 2014 is NGN1 039.30. Thank you for banking with us. FirstBank
receive,0,Dear AJAYI AYOBAMI SAMSON  The balance on your account 3041207489 as at end of MAR 2014 is NGN1 067.30. Thank you for banking with us. FirstBank
receive,0,Your Acct 3041207489 Has Been Debited with NGN2 000.00 On 02-APR-2014 18:24:29 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1 067.30CR
receive,0,Your Acct 3041207489 Has Been Credited with NGN2 000.00 On 01-APR-2014 15:36:07 By CASH DEP 3RD PARTY:ROFIMI/5744333. Bal: NGN3 067.30CR
receive,0,Your Acct 3041207489 Has Been Credited with NGN2 000.00 On 01-APR-2014 15:36:07 By CASH DEP 3RD PARTY:ROFIMI/5744333. Bal: NGN3 067.30CR
receive,0,Your Acct 3041207489 Has Been Debited with NGN3 000.00 On 25-MAR-2014 16:21:39 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1 095.30CR
receive,0,Your Acct 3041207489 Has Been Debited with NGN3 000.00 On 25-MAR-2014 16:21:39 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1 095.30CR
receive,0,Your Acct 3041207489 Has Been Credited with NGN3 000.00 On 24-MAR-2014 13:26:52 By CRISTIAN AJAYI. Bal: NGN4 095.30CR
receive,0,Your Acct 3041207489 Has Been Debited with NGN7 000.00 On 11-MAR-2014 15:47:33 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1 095.30CR
receive,0,Your Acct 3041207489 Has Been Credited with NGN7 000.00 On 11-MAR-2014 11:27:18 By CASH DEP 3RD PARTY:ODESOLA/11946936. Bal: NGN8 095.30CR
receive,0,Your Acct 3041207489 Has Been Debited with NGN500.00 On 05-MAR-2014 10:10:47 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1 095.30CR
receive,0,Your Acct 3041207489 Has Been Debited with NGN14 000.00 On 05-MAR-2014 10:06:20 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1 595.30CR
receive,0,Dear AJAYI AYOBAMI SAMSON  The balance on your account 3041207489 as at end of FEB 2014 is NGN15 595.30. Thank you for banking with us. FirstBank
receive,0,Your Acct 3041207489 Has Been Credited with NGN3 500.00 On 26-FEB-2014 14:45:33 By CASH DEP 3RD PARTY:GBEMIGA 6178601. Bal: NGN15 659.30CR
receive,0,Your Acct 3041207489 Has Been Debited with NGN2 000.00 On 25-FEB-2014 17:47:40 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN12 159.30CR
receive,0,Your Acct 3041207489 Has Been Debited with NGN1 000.00 On 17-FEB-2014 09:15:36 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN14 159.30CR
receive,0,Your Acct 3041207489 Has Been Debited with NGN1 000.00 On 17-FEB-2014 09:15:36 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN14 159.30CR
receive,0,Your Acct 3041207489 Has Been Debited with NGN10 000.00 On 14-FEB-2014 08:03:18 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN15 159.30CR
receive,0,Your Acct 3041207489 Has Been Debited with NGN10 000.00 On 14-FEB-2014 08:06:08 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN15 159.30CR
receive,0,Your Acct 3041207489 Has Been Debited with NGN10 000.00 On 14-FEB-2014 08:03:52 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN15 159.30CR
receive,0,Your Acct 3041207489 Has Been Debited with NGN10 000.00 On 14-FEB-2014 08:05:16 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN15 159.30CR
receive,0,Your Acct 3041207489 Has Been Debited with NGN10 000.00 On 14-FEB-2014 08:02:40 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN55 159.30CR
receive,0,Your Acct 3041207489 Has Been Debited with NGN20 000.00 On 13-FEB-2014 15:14:38 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN65 159.30CR
receive,0,Your Acct 3041207489 Has Been Debited with NGN20 000.00 On 13-FEB-2014 15:14:06 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN65 159.30CR
receive,0,Your Acct 3041207489 Has Been Credited with NGN102 000.00 On 13-FEB-2014 11:06:49 By CHRISTIANA AJAYI. Bal: NGN105 159.30CR
receive,0,Your Acct 3041207489 Has Been Credited with NGN2 000.00 On 13-FEB-2014 10:53:47 By FEMI ILORI. Bal: NGN3 159.30CR
receive,0,Your Acct 3041207489 Has Been Debited with NGN2 000.00 On 04-FEB-2014 16:45:00 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1 159.30CR
receive,0,Your Acct 3041207489 Has Been Credited with NGN2 000.00 On 03-FEB-2014 17:17:18 By ATM AMT REV 3.02.2014. Bal: NGN3 159.30CR
receive,0,Dear AJAYI AYOBAMI SAMSON  The balance on your account 3041207489 as at end of JAN 2014 is NGN1 159.30. Thank you for banking with us. FirstBank
receive,0,Your Acct 3041207489 Has Been Debited with NGN200.00 On 31-JAN-2014 12:59:09 By ATM PURCHASE-GTBank UNAAB ICT Centre/Abe. Bal: NGN1 159.30CR
receive,0,Your Acct 3041207489 Has Been Debited with NGN3 000.00 On 28-JAN-2014 15:45:59 By ATM WITHDRAWAL-GTBank UNAAB ICT Centre/A. Bal: NGN1 359.30CR
receive,0,Your Acct 3041207489 Has Been Debited with NGN3 000.00 On 28-JAN-2014 15:45:59 By ATM WITHDRAWAL-GTBank UNAAB ICT Centre/A. Bal: NGN1 359.30CR
receive,0,Your Acct 3041207489 Has Been Debited with NGN3 000.00 On 28-JAN-2014 15:45:59 By ATM WITHDRAWAL-GTBank UNAAB ICT Centre/A. Bal: NGN1 359.30CR
receive,0,Your Acct 3041207489 Has Been Debited with NGN1 000.00 On 21-JAN-2014 10:36:53 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1 383.30CR
receive,0,Your Acct 3041207489 Has Been Debited with NGN2 000.00 On 21-JAN-2014 09:52:20 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN2 383.30CR
receive,0,Your Acct 3041207489 Has Been Credited with NGN4 000.00 On 06-JAN-2014 10:03:18 By CASH DEP 3RD PARTY:PHENOM. Bal: NGN7 383.30CR
receive,0,Dear AJAYI AYOBAMI SAMSON  The balance on your account 3041207489 as at end of DEC 2013 is NGN3 383.30. Thank you for banking with us. FirstBank
receive,0,Dear AJAYI AYOBAMI SAMSON  The balance on your account 3041207489 as at end of DEC 2013 is NGN3 383.30. Thank you for banking with us. FirstBank
receive,0,Your Acct 3041207489 Has Been Credited with NGN6.64 On 01-JAN-2014 03:57:20 By 3041207489:Int.Pd:01-10-2013 to 31-12-20. Bal: NGN3 383.30CR
receive,0,Dear Valued Customer  with joy in our hearts  we wish you the very best of this season and always. Thank you for your patronage all year long. FirstBank.
receive,0,Your Acct 3041207489 Has Been Credited with NGN3 200.00 On 16-DEC-2013 16:14:14 By OLUBUSE SAMUEL. Bal: NGN3 384.66CR
receive,0,Dear AJAYI AYOBAMI SAMSON  The balance on your account 3041207489 as at end of NOV 2013 is NGN184.66. Thank you for banking with us. FirstBank
receive,0,Your Acct 30XXXXXX89 Has Been Debited with NGN12.00 On 27-OCT-2013 05:53:27 By 27-Sep-2013 to 26-OCT-2013 SMS Alert Cha. Bal: NGN184.66CR
receive,0,Dear AJAYI AYOBAMI SAMSON  The balance on your account 30XXXXXX89 as at end of SEP 2013 is NGN196.66. Thank you for banking with us. FirstBank
receive,0,Dear AJAYI AYOBAMI SAMSON  The balance on your account 30XXXXXX89 as at end of SEP 2013 is NGN196.66. Thank you for banking with us. FirstBank
receive,0,Dear AJAYI AYOBAMI SAMSON  The balance on your account 304XXXXXX89 as at end of AUG 2013 is NGN198.78. Thank you for banking with us. FirstBank
receive,0,Dear AJAYI AYOBAMI SAMSON  The balance on your account 3041207489 as at end of JUL 2013 is NGN202.78. Thank you for banking with us. FirstBank
receive,0,Your Acct 30XXXXXX89 Has Been Debited with NGN12.00 On 28-JUL-2013 06:03:53 By 27-May-2013 to 26-Jun-2013 SMS Alert Cha. Bal: NGN202.78CR
receive,0,Your Acct 30XXXXXX89 Has Been Debited with NGN16.00 On 28-JUL-2013 06:03:53 By 27-Jun-2013 to 26-JUL-2013 SMS Alert Cha. Bal: NGN202.78CR
receive,0,Dear Valued Customer  from 31/07/13 your monthly account statement willbe sent electronically. Kindly update your email address at anyFirstBank branch ONLY
receive,0,Dear AJAYI AYOBAMI SAMSON  The balance on your account 3041207489 as at end of JUN 2013 is NGN230.78. Thank you for banking with us. FirstBank
receive,0,Dear AJAYI AYOBAMI SAMSON  The balance on your account 3041207489 as at end of JUN 2013 is NGN230.78. Thank you for banking with us. FirstBank
receive,0,Your Acct 3041207489 Has Been Credited with NGN1.00 On 30-JUN-2013 16:57:30 By 3041207489:Int.Pd:01-04-2013 to 30-06-20. Bal: NGN230.78CR
receive,0,Dear Customer  thank you for your patience during our upgrade. Please ignore mails and phone calls requesting for your ATM and Internet Banking details.
receive,0,Dear Valued Customer  thank you for your patience. The upgrade of our banking application has been successfully completed and our services restored
receive,0,From 12noon on 6th -8th June  our ATMs  FirstOnline  Firstmonie and other channels will be available for use. Branches will re-open by 8am on 10th June.
receive,0,From 12noon on 6th -8th June  our ATMs  FirstOnline  Firstmonie and other channels will be available for use. Branches will re-open by 8am on 10th June.
receive,0,Dear customer  from 12noon on 6th June to 8th June 2013  our branches will be closed for an upgrade. Alternative channels will be available for use. Thank you
receive,0,Dear AJAYI AYOBAMI SAMSON  the balance on your account 3041207489 as at end of May 2013 is NGN1 229.78 Thank you for banking with us. FirstBank
receive,0,Your Acct 3041207489 Has Been Debited with NGN1 000.00 On 04-JUN-2013 02:06 PM By VerveCard 1690 issuance fee. Bal: NGN229.78CR
receive,0,Your Acct 3041207489 Has Been Debited with NGN1 000.00 On 21-MAY-2013 12:05 PM By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1 261.78CR
receive,0,Your Acct 3041207489 Has Been Debited with NGN1 000.00 On 17-MAY-2013 11:05 AM By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN2 261.78CR
receive,0,Your Acct 3041207489 Has Been Debited with NGN4 000.00 On 16-MAY-2013 09:05 AM By ATM WITHDRAWAL-GTBank UNAAB Branch/Abeok. Bal: NGN3 261.78CR
receive,0,Your Acct 3041207489 Has Been Debited with NGN32.00 On 29-MAY-2013 03:05 AM By 27-Apr-2013 to 26-May-2013 SMS Alert Cha. Bal: NGN1 229.78CR
receive,0,Your Acct 3041207489 Has Been Credited with NGN6 000.00 On 15-MAY-2013 10:05 AM By CASH DEP 3RD PARTY:CHRISTIIANAH A. Bal: NGN7 261.78CR
receive,0,Your Acct 3041207489 Has Been Debited with NGN1 000.00 On 14-MAY-2013 11:05 AM By ATM WITHDRAWAL-42A Isale Igbehin/Abeokut. Bal: NGN1 261.78CR
receive,0,Dear Valued Customer  here is wishing you peace and prosperity throughout the New Year. Happy New Year  from all of us at FirstBank.
receive,0,Your Acct 3041207489 Has Been Debited with NGN24.00 On 25-JAN-2014 05:21:56 By 27-Dec-2013 to 26-JAN-2014 SMS Alert Cha. Bal: NGN1 359.30CR
receive,1,"Today is Seyi Odusanya's birthday. Reply to post on his Timeline or reply 1 to post ""Happy Birthday!""."
receive,1,"Today is Seyi Odusanya's birthday. Reply to post on his Timeline or reply 1 to post ""Happy Birthday!""."
receive,1,"Today is Seyi Odusanya's birthday. Reply to post on his Timeline or reply 1 to post ""Happy Birthday!""."
receive,0,Feel our New Naija Vibes  dial 1418 now!!
receive,0,Call 14120 now to get airtime.
receive,0,Call 14120 now to get airtime.
receive,1,1 000 times congrats!07019523633 this offer is personal and not transferable:enjoy our exclusive Relationship Tips service! To start:Call *585*6*1# now!N20/day.
receive,1,Get a super 90% off the callertune Mercy (Remix) by Praiz ft Diana King. Text 75 to 4100 @ N5/30 days!
receive,1,Make the hot single “Tchelete” by Davido ft Mafikizolo your Callertune. Reply 68 to 4100 to get it now @ only N5 for 30days.
receive,1,Yello ! Get the hottest release  “Go” by Tuface on MTN Callertunez. Reply 78 to 4100 to get it now at N5 valid for 30 days.
receive,1,Yello ! Get the hottest release  “Go” by Tuface on MTN Callertunez. Reply 78 to 4100 to get it now at N5 valid for 30 days.
receive,1,"Thrill your callers with your favorite tracks on MTN Callertunez.To get ""Mercy Remix"" by Praiz. Reply 75 to 4100 @ N50/tune.For more hot tunez  dial *410#."
receive,1,Y'ello! Get the latest hit 'IFE DINMA' from 2face Idibia's latest album 'THE ASCENSION' as your callertune. Text 034324 to 4100 to download now @ N50/tune.
receive,0,Has u step out to begin ur exams this day  The Lord will show himself has a great God  by giving u a spirit of excellence  dat will make u stand out. frm deji
receive,1,SMILE :) You would be having an incredibly excellent result this time. We haven't forgotten about you. Our prayers are with you.PresidentEsther. N
receive,0,As u begin ur exam 2moro al tinx wil work in ur favour.Fear not God has it al covered.Bxt of God in ur exams.Ps 16.5-6.DRAMA UNIT.
receive,0,1Jhn4:7.ds is jst a reminda of our lov feast which wil b takin plc on sat at gsf by 4pm no Africn time letx cme alng wt our delicious meal.drama unit
receive,1,100% South Africa visa guaranteed+residence to stay  (upon request).Canada and USA visas available. Are you interested? If yes then call 08188959990.
receive,1,"Today is Igbinlola Olatunde Tinuola's birthday. Reply to post on his Timeline or reply 1 to post ""Happy Birthday!""."
receive,1,"Today is Yusuff Idris Adebayo's birthday. Reply to post on his Timeline or reply 1 to post ""Happy Birthday!""."
receive,1,"Today is Yusuff Idris Adebayo's birthday. Reply to post on his Timeline or reply 1 to post ""Happy Birthday!""."
receive,1,For the latest Breaking News and Top Stories  subscribe to News Headlines. Send NEWS to 33330 at N50/week. For the latest Football News  text FOOT to 33330
receive,1,"Today is Afuape Mayowa St Mayox's birthday. Reply to post on his Timeline or reply 1 to post ""Happy Birthday!""."
receive,1,"Today is Afuape Mayowa St Mayox's birthday. Reply to post on his Timeline or reply 1 to post ""Happy Birthday!""."
receive,1,Enjoy updates on global business  financial markets  technology trends & investment opportunities from Bloomberg. To subscribe text BLM to 700 @ N50/week.
receive,1,Enjoy updates on global business  financial markets  technology trends & investment opportunities from Bloomberg. To subscribe text BLM to 700 @ N50/week.
receive,1,Yello! Follow us on twitter @MTNNG for updates  promos  competitions and the latest news from MTN
receive,1,HELLO FINALIST  DIS IS TO INFORM US DAT D DEADLINE FOR OUR T-SHIRT IS FRIDAY 29/08/14  PLS PAY UP COS THIS WILL BE D LAST BATCH... CALL 08067200214... THANKS   
receive,1,GOOD DAY TO U DIS IS TO REMIND U OF OUR FINAL YEAR DINNER PAYMENT & TO INFORM U DAT OUR T-SHIRT MEASUREMENT WILL BE TAKING ON MONDAY 18/08/14... NO ONE IS EXEMPTED...PLS PAY UP... THANKS
receive,1,Pls pay up ya dinner fee INSTALLMENTAL PAYMENT IS HIGHLY ALLOWED we need money to start planning ...Thanks in anticipation...UNITED WE STAND
receive,1,DIS IS TO REMIND US OF OUR FINAL YEAR DINNER&AWARD NITE TOTAL PACKAGE IS NOW N6 500 INCLUDING T-SHIRT COME WIT A FRIEND ABEOKUTA IS D VENUE..EXCURSION TO OLUMO #1000..COME ONE COME ALL
receive,1,"Today is Ogunfeyitimi Keny's birthday. Reply to post on his Timeline or reply 1 to post ""Happy Birthday!""."
receive,1,"Today is Oyeniyi Olajide Emmanuel's birthday. Reply to post on his Timeline or reply 1 to post ""Happy Birthday!""."
receive,1,"Today is Heart Qoh's birthday. Reply to post on her Timeline or reply 1 to post ""Happy Birthday!""."
receive,1,"Today is Peter Perky's birthday. Reply to post on his Timeline or reply 1 to post ""Happy Birthday!""."
receive,1,"Today is Imran Khadijat's birthday. Reply to post on her Timeline or reply 1 to post ""Happy Birthday!""."
receive,1,"Today is Imran Khadijat's birthday. Reply to post on her Timeline or reply 1 to post ""Happy Birthday!""."
receive,1,"Today is Imran Khadijat's birthday. Reply to post on her Timeline or reply 1 to post ""Happy Birthday!""."
receive,1,Hello Friend! Do you know that you can now borrow Extra Credit on your friendly network. Simply dial *500# & come alive!
receive,1,Hello Friend! Do you know that you can now borrow Extra Credit on your friendly network. Simply dial *500# & come alive!
receive,1,"Today is Opeyemi Bose Oyeleye's birthday. Reply to post on her Timeline or reply 1 to post ""Happy Birthday!""."
send,0,I'll call you right back.
receive,0,This is an 100 card.197793477338
receive,0,This is an 100 card.197793477338
receive,0,8XXXXXXX03
receive,0,Here is my no 07XXXXXX803
receive,0,Here is my no 07XXXXXX804
receive,0,Here is my no 07XXXXXX805
receive,0,Here is my no 07XXXXXX806
receive,0,Here is my no 07XXXXXX807
receive,0,Here is my no 07XXXXXX808
receive,0,Here is my no 07XXXXXX809
receive,0,Here is my no 07XXXXXX810
receive,0,Here is my no 07XXXXXX811
receive,0,Here is my no 07XXXXXX812
receive,0,81XXXXXX03
send,0,Acct number(30XXXXXX89) ajayi ayobami   first bank
send,0,Acct number(304XXXXX89) ajayi ayobami   first bank
receive,0,LETS GO THERE
receive,0,luv you babe
receive,0,36162963309
receive,0,128731159643 + 28479XXXX69
receive,0,80XXXXX526
receive,0,4932 4829 7657  card
receive,0,43956426649
receive,0,80XXXXXX39
receive,1,Please call me. To get gists about your favorite celebrities with the Celebrity Gist service  text 'Gist' to 35566. Costs N50 weekly
receive,1,Please call me. To get gists about your favorite celebrities with the Celebrity Gist service  text 'Gist' to 35566. Costs N50 weekly
receive,1,Please call me. To get gists about your favorite celebrities with the Celebrity Gist service  text 'Gist' to 35566. Costs N50 weekly
receive,1,PRAISE GOD WITH UR CALLER TUNE. For Jesus I Love You by E.Nkiru  Txt 032130 to 4100 OR For Excellent Jesus by Nkiru Momah Txt 032128 to 4100. Cost N50each
receive,1,PRAISE GOD WITH UR CALLER TUNE. For Jesus I Love You by E.Nkiru  Txt 032130 to 4100 OR For Thank You Lord by Amaka  txt 032139.Cost N50each
receive,1,"Today is Rita Lorena Garcia Larco's birthday. Reply to post on her Timeline or reply 1 to post ""Happy Birthday!""."
receive,1,"Today is Rita Lorena Garcia Larco's birthday. Reply to post on her Timeline or reply 1 to post ""Happy Birthday!""."
receive,1,"Today is Rita Lorena Garcia Larco's birthday. Reply to post on her Timeline or reply 1 to post ""Happy Birthday!""."
receive,1,N100.00 was transferred to you from 2348067525083 via share n sell service.
receive,1,You transferred N100.00 to 2348XXXXX598. Your new account balance is N0.00. Thanks for using share n sell service.
receive,1,You transferred N100 to 0814XXXXX98 on 06/08/14 00:16. Your new account balance is N0. Thanks for using Share & Sell.
receive,1,N65 was transferred to you from 0814XXXX98 on 27/07/14 14:56 via Share & Sell. Your new account balance is N65.
receive,1,You transferred N100 to 08142384598 on 24/07/14 20:23. Your new account balance is N0. Thanks for using Share & Sell.
receive,1,"Today is Oladipupo Ismaheel Adekunle's birthday. Reply to post on his Timeline or reply 1 to post ""Happy Birthday!""."
receive,1,Now you can send SMS for as low as N 2.50 to any network within the country. Simply dial *160# and select your preferred pack.
receive,0,"DETAILS 4 PROPHETIC SOLUTIONS-Date: SAT  16 AUGTime: 7AM-""POWER OF THANKSGIVING""-First Place  4b Akinwale St  Off Yaya Abatan  OGBA.080XXXXXX73STEVE AKONI"
receive,0,Trst 2day wnt well conventn is jst a few days 2go pls b xpectant & hungry God wuld b tangible on dat ground get set 4 d word!prayer!Fun!& GRACE  pls strt parkin
receive,0,Good morning.Lets meet at COLERM Phase 1 Car Park by 8:30am for update and for you to collect your work .Pls be punctual.Rgds.
receive,0,Good morning.Lets meet at COLERM Phase 1 Car Park by 8:30am for update and for you to collect your work .Pls be punctual.Rgds.
receive,0,Term Paper(not less  than 25 pages)to be submitted on or b4 Aug 4 2014.Uthman-Potentials of Wood in the Construction of Buildings and Bridges.Awolumate-Impact of Moisture Content on the Mechanical Properties of Wood.Adekunle-Wood Seasoning  Defects and Impact on the Engineering Properties of Wood.Afuape-Relevance of Ergonomics to Forest Engineering.Adeyemi-Influence of Natural Characteristics of Wood on its Engineering Properties.Ajayi-Importance of Joints and Fasteners Towards Harnessing the Engineering Properties of Wood.Agbabiaka-Forest Roads and Implications for a Successful Forest Operation.OyelekeRelationship between Forest Engineering and Other aspects of Engineering.EgodoForestry : A Dangerous  Dirty and Delicate Profession.Best rgds.
receive,0,GENERAL its still grace @work ABUJA/ENUGU 2014 xpernc worship+word in awonderful way.av u ironed ur Native 4 saturday variety night pls call 081XXXXXX09 4 info
receive,1,"Today is Oladipupo Olawale Adisa's birthday. Reply to post on his Timeline or reply 1 to post ""Happy Birthday!""."
receive,1,Do you know that both men and women can suffer from breast cancer? But it can be prevented. Text BCP to 33070 for Breast cancer prevention messages. N50/7days.
receive,1,"Today is Akintunde Oluyomi Ariyor's birthday. Reply to post on his Timeline or reply 1 to post ""Happy Birthday!""."
receive,1,"Today is Akintunde Oluyomi Ariyor's birthday. Reply to post on his Timeline or reply 1 to post ""Happy Birthday!""."
receive,1,"Today is Akintunde Oluyomi Ariyor's birthday. Reply to post on his Timeline or reply 1 to post ""Happy Birthday!""."
receive,1,"Today is Oguntoyinbo Esther's birthday. Reply to post on her Timeline or reply 1 to post ""Happy Birthday!""."
send,0,What Four Letter Word Begins With F And Ends With K  And If You Can't Get One You Can Use Your Hands?Answer Fork
receive,1,"Today is Oni Olaoluwa's birthday. Reply to post on his Timeline or reply 1 to post ""Happy Birthday!""."
receive,0,4 days Wit God wuld accompany a lyf tym xpresssn of GOD in all u do (GRACE ADDICTION)mit pst. Chucks nd odas as we jony 2ru Grace in ENUGU! HAVE U PAID? PLS DO
receive,0,4 days Wit God wuld accompany a lyf tym xpresssn of GOD in all u do (GRACE ADDICTION)mit pst. Chucks nd odas as we jony 2ru Grace in ENUGU! HAVE U PAID? PLS DO
receive,0,Exceedingly  abundantly & greatly above ur expectations; God wil appear in all ur situations ds mnt! Hapi New Mnth.
receive,0,Exceedingly  abundantly & greatly above ur expectations; God wil appear in all ur situations ds mnt! Hapi New Mnth.
receive,0,As you begin this glorious  month  your limitations will turn to unlimited blessings  promotion and you shall break forth on every side. Hapi new month.
receive,0,As you begin this glorious  month  your limitations will turn to unlimited blessings  promotion and you shall break forth on every side. Hapi new month.
receive,0,Power of resurrection will perform wonders in your family as you celebrate Christ resurrection Happy Easter!!!               MR & MRS ELIJAH-ESTHER AKINBAMI
receive,0,ELIJAH-ESTHER AKINBAMI appreciate your moral  financial  spiritual support and your physical presence before  during and after our wedding.  God bless you
receive,0,Rejoice with us (Esther Oluwatosin and Elijah Oluwaseyi) as we become ONE in all on Saturday 15th March  2014 @ C. A. C Oke-Anu district Hqrt  Lagere Odeomu  Osun state. Colour : Army green  Gold and touch of  Orange.
receive,0,There ll b meetng today @ GSF ground by 6:30pm; SEED OF LIFE
receive,0,There ll b meetng today @ GSF ground by 6:30pm; SEED OF LIFE
receive,0,There ll b meetng today @ GSF ground by 6:30pm; SEED OF LIFE
receive,0,A BLESD MORNIN 2U IN D NAME OF D LORD PLS B INFORMD DAT DIR WIL BE A MEETIN BY 6PM TODAY @ GSF FUNAAB.AN URGENT CALL FOR THE GOSPEL SEED OF LIFE
receive,0,dis is 2 in4m u d@ d earlier schdld meetng 4 2dy hs bn reschdl 4 2mao by 12pm as we wuld be meetng wit d visioneer (PFaith) @GSF. Sori 4 d inconv.#SEED OF LIFE
receive,0,dis is 2 in4m u d@ d earlier schdld meetng 4 2dy hs bn reschdl 4 2mao by 12pm as we wuld be meetng wit d visioneer (PFaith) @GSF. Sori 4 d inconv.#SEED OF LIFE
receive,0,Please send me credit. A week of miracles starts with prayers and confessions; start with prayers from Rhapsody of Realities  text ROR to 5031
receive,0,Please call me. A week of miracles starts with prayers and confessions; start with prayers from Rhapsody of Realities  text ROR to 5031
send,0,Av drop d system with amed  u can go and colllect it. Am in cac church
receive,0,Please call me. Join D'banj and help change Africa. Say YES now! Dial *345# to support change and get a FREE Dbanj track
receive,0,I look more handsome nd more attractive nd comely countenance r seen thru my face. May GOD c to it dt nations kings nd princes serve to give u Soul brightness even as God has beautify ur spirit. Jst to say thank u.
receive,1,Did you know that employers only spend 6 seconds scanning through CVs? Make the most of it! To receive daily job search tips from SHORTLIST text TIPS to 5031
receive,1,Great news! New jobs have just been added to the Phillips Consulting Job listing  be the first to apply. Subscribe to daily job alerts  text ALERTS to 5031
receive,0,Good morning this is to remind you of our fyb drama rehearsal today at the chapel by 1pm.kindly come along with your script.God bless
receive,0,Good morning this is to remind you of our fyb drama rehearsal today at the chapel by 1pm.kindly come along with your script.God bless
receive,0,Good morning this is to remind you of our fyb drama rehearsal today at the chapel by 1pm.kindly come along with your script.God bless
receive,1,Try out today the LOVE METER to calculate whether you two are the perfect match! Send your name + your partner name to 33550. N50 Ex: Bello + Passion
receive,0,Please call me. Get 100% extra when you recharge with *885*RechargePin# on SmoothTalk and Trutalk.Extra Airtime expires daily @ 11:59pm.
receive,0,Please call me. I Love you. Get daily Business Tips  60mins voice calls  30SMS  100MB data @ N1000/month. Dial *460*1# to migrate & *460*2*1# to buy
receive,0,Please call me. Start your week as a champion with prayers from . RHAPSODY of Realities for just N50! To enjoy  text ROR to 5036. To opt out text STOP to 5036
receive,0,Please call me. I Love you. Get daily Business Tips  60mins voice calls  30SMS  100MB data @ N1000/month. Dial *460*1# to migrate & *460*2*1# to buy
receive,0,Fire can be silent with water ur luv can never be silent in my heart. I can't stop tinkin of u  i luv u very much.
receive,0,Hii beloved  hope the Leverage devotional has blessed you. we'll be coming to FUNAB 2mrw with the latest edition by 12noon at the Motion ground. Thanks
receive,0,Please call me. If you don't text YES to 7070  you won't enter MTN's N2 0 000 cash draw! You could win today! Subscribe for N100/day.
receive,0,May God kp u and anoint u wit d oil of gladness as u proceed to ds new month. July awaits U  go n manifest... Always rememba ds: we love U... Happy new month
receive,0,Hear ds: favour n grace b multiplied unto u ds season. As u start ur exams  excellence is urs in Jesus name. We r prayin 4 u.
receive,0,Hear ds: favour n grace b multiplied unto u ds season. As u start ur exams  excellence is urs in Jesus name. We r prayin 4 u.
receive,0,Beluvd Ds is 2 in4m u dt dia ll b combind praya mitin 2mao @camp by 6pm&for as many dt pledged 4 d speakers shld pls bring it along.av a blesdwk ahead.Luv U.
receive,0,Beluvd! Ao z bn ur break?D mini campus interview has alredy kickd off. Blvd  we nid u 2 b around 4 d catch dm young. D interview wil run till dec.6. God bless
receive,0,Wen GRACE is¿work protocols r suspended formalties r waved Due process put on hold.for u God's GRACE wil speak 4 u in dis exams.Don't b afraid u r UNSTOPPABLE
receive,0,May d peace of God Almighty b wit Amen.Dis is 2 inform u dat our handing over service wil b coming up dis Sunday 26/05/2013.looking 4ward 2 c u dere.God bless.
receive,0,Gud pm ma  kindly bear in mind dt we wil hav our mtg 2mw by 9pm 2wds d finalist sunday prog endeavr 2 pray  & bring up ideas opinion and plan 4 d suxe of d prog
receive,0,Ref: 42597845023/06 17:44:09Amt: N100.00Prev bal: N0.00Bal: N100.00From: http://goo.gl/u1C6G
